File,Probability
2430.txt,0.057530691
2431.txt,0.114884552
2432.txt,0.088199377
2433.txt,0.096229043
2434.txt,0.296610291
2435.txt,0.082717759
2436.txt,0.022716958
2437.txt,0.189864364
2438.txt,0.263035116
2439.txt,0.02406503
244.txt,0.267426845
2440.txt,0.181169542
2441.txt,0.092436034
2442.txt,0.139214995
2443.txt,0.119111161
2444.txt,0.110151313
2445.txt,0.187297764
2446.txt,0.085181322
2447.txt,0.069898684
2448.txt,0.019581785
2449.txt,0.145177915
245.txt,0.033892225
2450.txt,0.069574739
2451.txt,0.072547338
2452.txt,0.085231468
2453.txt,0.082394942
2454.txt,0.155874829
2455.txt,0.129685128
2456.txt,0.097901143
2457.txt,0.113389974
2458.txt,0.106924693
2459.txt,0.12538944
246.txt,0.130985001
2460.txt,0.131441397
2461.txt,0.174523392
2462.txt,0.073070537
2463.txt,0.080424656
2464.txt,0.128914818
2465.txt,0.156750941
2466.txt,0.261731335
2467.txt,0.095451274
2468.txt,0.090816529
2469.txt,0.060786795
247.txt,0.20146012
2470.txt,0.079253129
2471.txt,0.062348379
2472.txt,0.118718625
2473.txt,0.090468382
2474.txt,0.175924203
2475.txt,0.018240511
2476.txt,0.086062136
2477.txt,0.15441648
2478.txt,0.154325144
2479.txt,0.15273072
248.txt,0.030906314
2480.txt,0.112743638
2481.txt,0.025376272
2482.txt,0.062830173
2483.txt,0.129031254
2484.txt,0.088381155
2485.txt,0.055618921
2486.txt,0.148487502
2487.txt,0.062787369
2488.txt,0.117099714
2489.txt,0.05685062
249.txt,0.026378575
2490.txt,0.050667089
2491.txt,0.052669768
2492.txt,0.043027172
2493.txt,0.183983756
2494.txt,0.102635887
2495.txt,0.086191055
2496.txt,0.158936319
2497.txt,0.054101556
2498.txt,0.121654563
2499.txt,0.072303064
25.txt,0.183305194
250.txt,0.178026145
2500.txt,0.107107233
2501.txt,0.140343392
2502.txt,0.157392993
2503.txt,0.054788812
2504.txt,0.174006068
2505.txt,0.069803018
2506.txt,0.055393514
2507.txt,0.048892565
2508.txt,0.158311088
2509.txt,0.123424025
251.txt,0.103900814
2510.txt,0.083852449
2511.txt,0.123789876
2512.txt,0.18207391
2513.txt,0.069416893
2514.txt,0.14713444
2515.txt,0.130476572
2516.txt,0.018647753
2517.txt,0.034859125
2518.txt,0.121039112
2519.txt,0.135890712
252.txt,0.082946005
2520.txt,0.103061057
2521.txt,0.048784563
2522.txt,0.103502829
2523.txt,0.165821407
2524.txt,0.060506943
2525.txt,0.084488071
2526.txt,0.10807976
2527.txt,0.124167901
2528.txt,0.120564702
2529.txt,0.117247113
253.txt,0.105640489
2530.txt,0.123502023
2531.txt,0.063662012
2532.txt,0.036360205
2533.txt,0.083743003
2534.txt,0.138416438
2535.txt,0.107820335
2536.txt,0.079253129
2537.txt,0.05398366
2538.txt,0.036657091
2539.txt,0.053232824
254.txt,0.094550548
2540.txt,0.187930351
2541.txt,0.173875486
2542.txt,0.152370534
2543.txt,0.089148177
2544.txt,0.140607498
2545.txt,0.132791043
2546.txt,0.109780704
2547.txt,0.144790864
2548.txt,0.112606782
2549.txt,0.145700341
255.txt,0.162620308
2550.txt,0.144862113
2551.txt,0.088056612
2552.txt,0.126495645
2553.txt,0.15241739
2554.txt,0.233667917
2555.txt,0.234822265
2556.txt,0.125945444
2557.txt,0.209183947
2558.txt,0.127415412
2559.txt,0.113263658
256.txt,0.160675395
2560.txt,0.077344541
2561.txt,0.141808598
2562.txt,0.20101055
2563.txt,0.130219543
2564.txt,0.182948166
2565.txt,0.102108242
2566.txt,0.027202863
2567.txt,0.275777785
2568.txt,0.143437436
2569.txt,0.024850695
257.txt,0.157634254
2570.txt,0.178726014
2571.txt,0.1269481
2572.txt,0.093468809
2573.txt,0.200463074
2574.txt,0.148145972
2575.txt,0.210741573
2576.txt,0.060333686
2577.txt,0.02880777
2578.txt,0.120925883
2579.txt,0.138802434
258.txt,0.035091432
2580.txt,0.065906544
2581.txt,0.178466372
2582.txt,0.065594683
2583.txt,0.02406503
2584.txt,0.092148838
2585.txt,0.079615946
2586.txt,0.136115854
2587.txt,0.053664184
2588.txt,0.31173883
2589.txt,0.158961679
259.txt,0.079253129
2590.txt,0.175754693
2591.txt,0.072582862
2592.txt,0.139575584
2593.txt,0.052877194
2594.txt,0.032527277
2595.txt,0.017339341
2596.txt,0.108567029
2597.txt,0.079596212
2598.txt,0.033092586
2599.txt,0.134211398
26.txt,0.108549215
260.txt,0.080969207
2600.txt,0.047689519
2601.txt,0.244329512
2602.txt,0.062088736
2603.txt,0.061713532
2604.txt,0.076069857
2605.txt,0.155091284
2606.txt,0.149526004
2607.txt,0.083817537
2608.txt,0.084099589
2609.txt,0.152681922
261.txt,0.142392788
2610.txt,0.185470026
2611.txt,0.119299886
2612.txt,0.102048273
2613.txt,0.019976876
2614.txt,0.014228522
2615.txt,0.135561716
2616.txt,0.228584427
2617.txt,0.276974497
2618.txt,0.153084342
2619.txt,0.268386419
262.txt,0.110195585
2620.txt,0.127434701
2621.txt,0.099666304
2622.txt,0.090546935
2623.txt,0.208345399
2624.txt,0.056011709
2625.txt,0.117781646
2626.txt,0.074457967
2627.txt,0.158965279
2628.txt,0.035816428
2629.txt,0.089497033
263.txt,0.105152067
2630.txt,0.154759849
2631.txt,0.138051078
2632.txt,0.069801646
2633.txt,0.299643891
2634.txt,0.141621001
2635.txt,0.148229885
2636.txt,0.197032186
2637.txt,0.076299913
2638.txt,0.104564294
2639.txt,0.093835046
264.txt,0.151473912
2640.txt,0.105191655
2641.txt,0.02745569
2642.txt,0.106508429
2643.txt,0.111241056
2644.txt,0.090733179
2645.txt,0.02406503
2646.txt,0.181164437
2647.txt,0.172879184
2648.txt,0.118746854
2649.txt,0.084385571
265.txt,0.059025317
2650.txt,0.029947916
2651.txt,0.103790635
2652.txt,0.063209641
2653.txt,0.094331158
2654.txt,0.092566272
2655.txt,0.078060764
2656.txt,0.179006486
2657.txt,0.192700687
2658.txt,0.243160652
2659.txt,0.170282789
266.txt,0.162909256
2660.txt,0.407709046
2661.txt,0.161697151
2662.txt,0.182333039
2663.txt,0.158059855
2664.txt,0.207716246
2665.txt,0.182212172
2666.txt,0.257119184
2667.txt,0.39186638
2668.txt,0.093159286
2669.txt,0.132375404
267.txt,0.046840484
2670.txt,0.172061313
2671.txt,0.12189161
2672.txt,0.077333661
2673.txt,0.074498906
2674.txt,0.112760405
2675.txt,0.124734449
2676.txt,0.042271311
2677.txt,0.16842311
2678.txt,0.126534759
2679.txt,0.090816529
268.txt,0.162848113
2680.txt,0.165533354
2681.txt,0.151564447
2682.txt,0.152697115
2683.txt,0.042060167
2684.txt,0.158922574
2685.txt,0.109126556
2686.txt,0.068757202
2687.txt,0.136185944
2688.txt,0.117034392
2689.txt,0.117023371
269.txt,0.093090359
2690.txt,0.199126811
2691.txt,0.15916746
2692.txt,0.161251911
2693.txt,0.146387816
2694.txt,0.122693508
2695.txt,0.105749995
2696.txt,0.196910562
2697.txt,0.158877041
2698.txt,0.083663065
2699.txt,0.163969942
27.txt,0.154647053
270.txt,0.114343225
2700.txt,0.106392946
2701.txt,0.124233289
2702.txt,0.100462142
2703.txt,0.152989811
2704.txt,0.011576066
2705.txt,0.157594126
2706.txt,0.084094407
2707.txt,0.215753856
2708.txt,0.108440417
2709.txt,0.152346895
271.txt,0.148306888
2710.txt,0.145394472
2711.txt,0.060278333
2712.txt,0.165163096
2713.txt,0.102250498
2714.txt,0.395185933
2715.txt,0.148502606
2716.txt,0.124007018
2717.txt,0.163100147
2718.txt,0.026372439
2719.txt,0.100650494
272.txt,0.139401123
2720.txt,0.14916941
2721.txt,0.131441397
2722.txt,0.126096606
2723.txt,0.134674856
2724.txt,0.093569286
2725.txt,0.106541303
2726.txt,0.031667334
2727.txt,0.029336607
2728.txt,0.047549744
2729.txt,0.109085382
273.txt,0.15365067
2730.txt,0.265863407
2731.txt,0.127751358
2732.txt,0.086045378
2733.txt,0.186282399
2734.txt,0.154027933
2735.txt,0.146392408
2736.txt,0.139582754
2737.txt,0.082230288
2738.txt,0.16127444
2739.txt,0.018881713
274.txt,0.144998904
2740.txt,0.18266313
2741.txt,0.116102597
2742.txt,0.164020786
2743.txt,0.100728921
2744.txt,0.026523601
2745.txt,0.113698999
2746.txt,0.139629127
2747.txt,0.118142659
2748.txt,0.122293159
2749.txt,0.141317718
275.txt,0.13052021
2750.txt,0.133929048
2751.txt,0.02385876
2752.txt,0.039779154
2753.txt,0.120194775
2754.txt,0.147405833
2755.txt,0.081590077
2756.txt,0.215061449
2757.txt,0.032755378
2758.txt,0.038402112
2759.txt,0.089166411
276.txt,0.110579218
2760.txt,0.136259459
2761.txt,0.147948878
2762.txt,0.069479324
2763.txt,0.449023355
2764.txt,0.087706136
2765.txt,0.118972483
2766.txt,0.035322967
2767.txt,0.059266076
2768.txt,0.139639765
2769.txt,0.115336621
277.txt,0.022105226
2770.txt,0.138666051
2771.txt,0.267426845
2772.txt,0.134537468
2773.txt,0.141792768
2774.txt,0.060996992
2775.txt,0.033892225
2776.txt,0.093594575
2777.txt,0.111404665
2778.txt,0.120700366
2779.txt,0.103610712
278.txt,0.02040425
2780.txt,0.045631961
2781.txt,0.155581096
2782.txt,0.158653467
2783.txt,0.024100946
2784.txt,0.064721649
2785.txt,0.224219276
2786.txt,0.296186798
2787.txt,0.136474063
2788.txt,0.081745061
2789.txt,0.184260805
279.txt,0.075530399
2790.txt,0.066433805
2791.txt,0.179622153
2792.txt,0.128223935
2793.txt,0.136325791
2794.txt,0.039217749
2795.txt,0.113345768
2796.txt,0.15540703
2797.txt,0.157187162
2798.txt,0.043264641
2799.txt,0.097259591
28.txt,0.092833429
280.txt,0.124475934
2800.txt,0.032987743
2801.txt,0.153178143
2802.txt,0.034609676
2803.txt,0.011625747
2804.txt,0.137424943
2805.txt,0.17834185
2806.txt,0.017016032
2807.txt,0.090791015
2808.txt,0.063378203
2809.txt,0.034459
281.txt,0.130688965
2810.txt,0.163971781
2811.txt,0.12089419
2812.txt,0.115492294
2813.txt,0.052010212
2814.txt,0.088025116
2815.txt,0.062882517
2816.txt,0.043264641
2817.txt,0.055393514
2818.txt,0.043073566
2819.txt,0.090008839
282.txt,0.077442416
2820.txt,0.029628199
2821.txt,0.192700687
2822.txt,0.111341715
2823.txt,0.161524982
2824.txt,0.1185438
2825.txt,0.125507514
2826.txt,0.126984809
2827.txt,0.124642691
2828.txt,0.090674219
2829.txt,0.090816529
283.txt,0.08714324
2830.txt,0.170906416
2831.txt,0.11001118
2832.txt,0.081438924
2833.txt,0.107022535
2834.txt,0.099827685
2835.txt,0.093697045
2836.txt,0.018705808
2837.txt,0.131678617
2838.txt,0.194193901
2839.txt,0.175663232
284.txt,0.139141146
2840.txt,0.088944736
2841.txt,0.127082192
2842.txt,0.152618751
2843.txt,0.03361766
2844.txt,0.118284885
2845.txt,0.375573488
2846.txt,0.074724345
2847.txt,0.034371
2848.txt,0.041016968
2849.txt,0.066056515
285.txt,0.05283283
2850.txt,0.014520821
2851.txt,0.097715844
2852.txt,0.176239884
2853.txt,0.143900644
2854.txt,0.316117884
2855.txt,0.176980191
2856.txt,0.09429243
2857.txt,0.164202799
2858.txt,0.198895152
2859.txt,0.057492824
286.txt,0.113169496
2860.txt,0.02406503
2861.txt,0.066890043
2862.txt,0.093835046
2863.txt,0.101822269
2864.txt,0.134335943
2865.txt,0.131047659
2866.txt,0.130154593
2867.txt,0.061535151
2868.txt,0.142544239
2869.txt,0.525667393
287.txt,0.096322705
2870.txt,0.03196025
2871.txt,0.098123768
2872.txt,0.114811624
2873.txt,0.149252796
2874.txt,0.038402112
2875.txt,0.125724874
2876.txt,0.103924393
2877.txt,0.15036917
2878.txt,0.137296243
2879.txt,0.099546235
288.txt,0.155519406
2880.txt,0.055574763
2881.txt,0.055393514
2882.txt,0.112636852
2883.txt,0.195349218
2884.txt,0.107835189
2885.txt,0.160184844
2886.txt,0.172647003
2887.txt,0.449695504
2888.txt,0.173633733
2889.txt,0.166085544
289.txt,0.076082725
2890.txt,0.040409385
2891.txt,0.11579502
2892.txt,0.142162153
2893.txt,0.047689519
2894.txt,0.111240191
2895.txt,0.124727053
2896.txt,0.273906977
2897.txt,0.036228249
2898.txt,0.028583006
2899.txt,0.115962884
29.txt,0.111375761
290.txt,0.090889986
2900.txt,0.208596895
2901.txt,0.320507811
2902.txt,0.487922187
2903.txt,0.140210388
2904.txt,0.338138005
2905.txt,0.079253129
2906.txt,0.043264641
2907.txt,0.177512035
2908.txt,0.134247348
2909.txt,0.224321579
291.txt,0.01902509
2910.txt,0.067825046
2911.txt,0.244918935
2912.txt,0.032743704
2913.txt,0.126942262
2914.txt,0.784596485
2915.txt,0.103953338
2916.txt,0.195132744
2917.txt,0.074446117
2918.txt,0.31360314
2919.txt,0.089083179
292.txt,0.146122618
2920.txt,0.394853026
2921.txt,0.25694043
2922.txt,0.090625364
2923.txt,0.214859057
2924.txt,0.071675395
2925.txt,0.14556154
2926.txt,0.584929415
2927.txt,0.040283303
2928.txt,0.097457437
2929.txt,0.142024719
293.txt,0.12323637
2930.txt,0.11117105
2931.txt,0.059974049
2932.txt,0.106898618
2933.txt,0.090365044
2934.txt,0.140023284
2935.txt,0.045034247
2936.txt,0.146480907
2937.txt,0.137490102
2938.txt,0.005202317
2939.txt,0.120731031
294.txt,0.130313851
2940.txt,0.110723628
2941.txt,0.072889782
2942.txt,0.05283283
2943.txt,0.083678183
2944.txt,0.100169911
2945.txt,0.103580135
2946.txt,0.096490439
2947.txt,0.038402112
2948.txt,0.144123869
2949.txt,0.143664974
295.txt,0.105916546
2950.txt,0.164326108
2951.txt,0.029686616
2952.txt,0.099321811
2953.txt,0.129198061
2954.txt,0.104192023
2955.txt,0.140507666
2956.txt,0.092172308
2957.txt,0.13916191
2958.txt,0.114545811
2959.txt,0.121227637
296.txt,0.194470019
2960.txt,0.052268153
2961.txt,0.116284668
2962.txt,0.059266076
2963.txt,0.201003459
2964.txt,0.090791015
2965.txt,0.058337442
2966.txt,0.17913365
2967.txt,0.089890231
2968.txt,0.057717441
2969.txt,0.060786795
297.txt,0.143178724
2970.txt,0.148766465
2971.txt,0.398317097
2972.txt,0.08465242
2973.txt,0.15545906
2974.txt,0.117280984
2975.txt,0.079948919
2976.txt,0.154186559
2977.txt,0.025696565
2978.txt,0.134641984
2979.txt,0.142044983
298.txt,0.100559508
2980.txt,0.121268385
2981.txt,0.067086424
2982.txt,0.055393514
2983.txt,0.041902143
2984.txt,0.171486013
2985.txt,0.163565247
2986.txt,0.11578905
2987.txt,0.157273084
2988.txt,0.219242569
2989.txt,0.106386766
299.txt,0.13756931
2990.txt,0.27734715
2991.txt,0.276448501
2992.txt,0.055420553
2993.txt,0.076126052
2994.txt,0.098596753
2995.txt,0.083104141
2996.txt,0.137399214
2997.txt,0.183223736
2998.txt,0.024060387
2999.txt,0.122105054
3.txt,0.531962797
30.txt,0.102492107
300.txt,0.127434701
3000.txt,0.093533201
3001.txt,0.113610281
3002.txt,0.121725588
3003.txt,0.021746453
3004.txt,0.176178124
3005.txt,0.042156011
3006.txt,0.086395291
3007.txt,0.429488517
3008.txt,0.057101985
3009.txt,0.019634273
301.txt,0.203286405
3010.txt,0.045371672
3011.txt,0.209654915
3012.txt,0.124366115
3013.txt,0.196910562
3014.txt,0.060786795
3015.txt,0.138983939
3016.txt,0.101267312
3017.txt,0.086999401
3018.txt,0.164059962
3019.txt,0.128708775
302.txt,0.02040425
3020.txt,0.121334832
3021.txt,0.086395291
3022.txt,0.051957171
3023.txt,0.169615653
3024.txt,0.215140872
3025.txt,0.261116668
3026.txt,0.171939376
3027.txt,0.170353641
3028.txt,0.064243583
3029.txt,0.130570889
303.txt,0.039287578
3030.txt,0.127489107
3031.txt,0.135136677
3032.txt,0.082838119
3033.txt,0.159668077
3034.txt,0.151998744
3035.txt,0.079135784
3036.txt,0.129408068
3037.txt,0.163511758
3038.txt,0.25026576
3039.txt,0.131441397
304.txt,0.136506522
3040.txt,0.038490694
3041.txt,0.073690701
3042.txt,0.069088597
3043.txt,0.070265507
3044.txt,0.05364304
3045.txt,0.041106908
3046.txt,0.113534331
3047.txt,0.053214967
3048.txt,0.128099516
3049.txt,0.067381856
305.txt,0.174523392
3050.txt,0.166504772
3051.txt,0.152766371
3052.txt,0.140953547
3053.txt,0.080119667
3054.txt,0.040826288
3055.txt,0.141184576
3056.txt,0.142871714
3057.txt,0.163849963
3058.txt,0.01902509
3059.txt,0.02406503
306.txt,0.062770132
3060.txt,0.110381249
3061.txt,0.067809084
3062.txt,0.032388169
3063.txt,0.144639275
3064.txt,0.130939152
3065.txt,0.154068984
3066.txt,0.103125991
3067.txt,0.104953101
3068.txt,0.117329033
3069.txt,0.218102046
307.txt,0.057923292
3070.txt,0.146613624
3071.txt,0.162796902
3072.txt,0.258544241
3073.txt,0.174020729
3074.txt,0.094415034
3075.txt,0.205605761
3076.txt,0.133600901
3077.txt,0.061499705
3078.txt,0.050717593
3079.txt,0.144540279
308.txt,0.10899656
3080.txt,0.04226537
3081.txt,0.184475003
3082.txt,0.068652012
3083.txt,0.439557157
3084.txt,0.150312169
3085.txt,0.156018755
3086.txt,0.059266076
3087.txt,0.165310276
3088.txt,0.178691138
3089.txt,0.121857672
309.txt,0.042819646
3090.txt,0.113110426
3091.txt,0.097734663
3092.txt,0.079200272
3093.txt,0.035835667
3094.txt,0.033560266
3095.txt,0.115746712
3096.txt,0.115078542
3097.txt,0.126942262
3098.txt,0.135710706
3099.txt,0.059266076
31.txt,0.02040425
310.txt,0.023597988
3100.txt,0.059266076
3101.txt,0.256905713
3102.txt,0.043264641
3103.txt,0.106348724
3104.txt,0.122851029
3105.txt,0.175035567
3106.txt,0.208729813
3107.txt,0.400826138
3108.txt,0.094816719
3109.txt,0.091521686
311.txt,0.218529526
3110.txt,0.032463055
3111.txt,0.159323535
3112.txt,0.105914928
3113.txt,0.046976582
3114.txt,0.12543953
3115.txt,0.137300473
3116.txt,0.059018966
3117.txt,0.023143363
3118.txt,0.15550154
3119.txt,0.114922113
312.txt,0.165206778
3120.txt,0.133505366
3121.txt,0.139728459
3122.txt,0.177742058
3123.txt,0.122754276
3124.txt,0.182726033
3125.txt,0.074445269
3126.txt,0.060786795
3127.txt,0.136742496
3128.txt,0.146509631
3129.txt,0.128535222
313.txt,0.117998287
3130.txt,0.165385986
3131.txt,0.184304616
3132.txt,0.177446831
3133.txt,0.034412536
3134.txt,0.102792521
3135.txt,0.083184511
3136.txt,0.101343607
3137.txt,0.067381856
3138.txt,0.02052798
3139.txt,0.156003072
314.txt,0.142624664
3140.txt,0.107307443
3141.txt,0.078151271
3142.txt,0.099094323
3143.txt,0.122769803
3144.txt,0.12029379
3145.txt,0.059600367
3146.txt,0.018645147
3147.txt,0.08586689
3148.txt,0.076392278
3149.txt,0.044528861
315.txt,0.14642305
3150.txt,0.078087084
3151.txt,0.165152377
3152.txt,0.154666805
3153.txt,0.055915639
3154.txt,0.153707104
3155.txt,0.153380863
3156.txt,0.077476728
3157.txt,0.037710689
3158.txt,0.160005123
3159.txt,0.064992189
316.txt,0.05472472
3160.txt,0.048380781
3161.txt,0.105731564
3162.txt,0.09958783
3163.txt,0.168979317
3164.txt,0.152766371
3165.txt,0.042880387
3166.txt,0.104945232
3167.txt,0.106884425
3168.txt,0.149742864
3169.txt,0.091349463
317.txt,0.075623126
3170.txt,0.089497033
3171.txt,0.069416893
3172.txt,0.037878222
3173.txt,0.093663114
3174.txt,0.121735239
3175.txt,0.058279401
3176.txt,0.081247944
3177.txt,0.207774458
3178.txt,0.024929427
3179.txt,0.045688397
318.txt,0.027292979
3180.txt,0.043061314
3181.txt,0.151187446
3182.txt,0.218854883
3183.txt,0.078779842
3184.txt,0.098149313
3185.txt,0.132318182
3186.txt,0.114278618
3187.txt,0.154787915
3188.txt,0.071848941
3189.txt,0.112311458
319.txt,0.055968449
3190.txt,0.181633229
3191.txt,0.21756936
3192.txt,0.035497333
3193.txt,0.156749276
3194.txt,0.107174269
3195.txt,0.082826302
3196.txt,0.130692869
3197.txt,0.122628565
3198.txt,0.216964869
3199.txt,0.147369011
32.txt,0.131570914
320.txt,0.062348379
3200.txt,0.128848311
3201.txt,0.076308287
3202.txt,0.114192663
3203.txt,0.122975502
3204.txt,0.112974804
3205.txt,0.12290573
3206.txt,0.153980906
3207.txt,0.141267703
3208.txt,0.11733537
3209.txt,0.109322601
321.txt,0.029731676
3210.txt,0.060786795
3211.txt,0.24123176
3212.txt,0.112440449
3213.txt,0.085694584
3214.txt,0.212051563
3215.txt,0.053942801
3216.txt,0.118868781
3217.txt,0.059863011
3218.txt,0.024659357
3219.txt,0.080529913
322.txt,0.143591516
3220.txt,0.076256155
3221.txt,0.07454954
3222.txt,0.112033438
3223.txt,0.14226638
3224.txt,0.110144619
3225.txt,0.078841465
3226.txt,0.118712687
3227.txt,0.01790651
3228.txt,0.123723171
3229.txt,0.043264641
323.txt,0.109010948
3230.txt,0.167728351
3231.txt,0.036664157
3232.txt,0.140173383
3233.txt,0.087766865
3234.txt,0.043264641
3235.txt,0.178519221
3236.txt,0.1227788
3237.txt,0.154919497
3238.txt,0.155973631
3239.txt,0.175270326
324.txt,0.075733503
3240.txt,0.071804086
3241.txt,0.132973011
3242.txt,0.067979666
3243.txt,0.024411004
3244.txt,0.090616827
3245.txt,0.131065468
3246.txt,0.734988435
3247.txt,0.36033967
3248.txt,0.021272361
3249.txt,0.016341293
325.txt,0.056498355
3250.txt,0.052333453
3251.txt,0.07761079
3252.txt,0.104739031
3253.txt,0.065579681
3254.txt,0.171305178
3255.txt,0.189495763
3256.txt,0.205001819
3257.txt,0.156314002
3258.txt,0.043264641
3259.txt,0.128402116
326.txt,0.05173208
3260.txt,0.055430764
3261.txt,0.107960105
3262.txt,0.031490654
3263.txt,0.127621923
3264.txt,0.196910562
3265.txt,0.253816408
3266.txt,0.195648064
3267.txt,0.092797245
3268.txt,0.276855821
3269.txt,0.249418766
327.txt,0.046568541
3270.txt,0.127388569
3271.txt,0.044348403
3272.txt,0.146706623
3273.txt,0.107584781
3274.txt,0.149336601
3275.txt,0.158629016
3276.txt,0.13622706
3277.txt,0.111664175
3278.txt,0.029194436
3279.txt,0.208288638
328.txt,0.029483145
3280.txt,0.154018692
3281.txt,0.208392831
3282.txt,0.168430594
3283.txt,0.364295233
3284.txt,0.29459725
3285.txt,0.080615525
3286.txt,0.198874377
3287.txt,0.033892225
3288.txt,0.116051523
3289.txt,0.246483541
329.txt,0.033473103
3290.txt,0.213604985
3291.txt,0.03810858
3292.txt,0.112281671
3293.txt,0.120524384
3294.txt,0.067866671
3295.txt,0.057902243
3296.txt,0.058926457
3297.txt,0.153417418
3298.txt,0.09775046
3299.txt,0.110718703
33.txt,0.10138064
330.txt,0.111818082
3300.txt,0.0989383
3301.txt,0.232797408
3302.txt,0.304395426
3303.txt,0.121735509
3304.txt,0.120388366
3305.txt,0.1523531
3306.txt,0.303553457
3307.txt,0.203686559
3308.txt,0.218865768
3309.txt,0.112206469
331.txt,0.116347302
3310.txt,0.133482534
3311.txt,0.145312886
3312.txt,0.134764798
3313.txt,0.022114262
3314.txt,0.11951665
3315.txt,0.077005465
3316.txt,0.140607498
3317.txt,0.082136642
3318.txt,0.112518823
3319.txt,0.090624422
332.txt,0.071946453
3320.txt,0.114854344
3321.txt,0.012092936
3322.txt,0.088613869
3323.txt,0.138965315
3324.txt,0.154309908
3325.txt,0.188569695
3326.txt,0.103293651
3327.txt,0.076881204
3328.txt,0.061968076
3329.txt,0.063355882
333.txt,0.046955135
3330.txt,0.145068045
3331.txt,0.050862882
3332.txt,0.154883563
3333.txt,0.317157124
3334.txt,0.01732797
3335.txt,0.125562726
3336.txt,0.088682838
3337.txt,0.150407045
3338.txt,0.12143591
3339.txt,0.102367965
334.txt,0.137583919
3340.txt,0.109358802
3341.txt,0.121206542
3342.txt,0.23855913
3343.txt,0.071909514
3344.txt,0.125423016
3345.txt,0.118879263
3346.txt,0.134038444
3347.txt,0.139549379
3348.txt,0.134452965
3349.txt,0.124426208
335.txt,0.1017582
3350.txt,0.096359278
3351.txt,0.119615674
3352.txt,0.121174018
3353.txt,0.104161302
3354.txt,0.473317771
3355.txt,0.102312637
3356.txt,0.096217809
3357.txt,0.14042631
3358.txt,0.034215639
3359.txt,0.416415403
336.txt,0.157504433
3360.txt,0.068652012
3361.txt,0.008067713
3362.txt,0.023485426
3363.txt,0.21522806
3364.txt,0.14371391
3365.txt,0.099896842
3366.txt,0.273059222
3367.txt,0.134309981
3368.txt,0.05634289
3369.txt,0.205779233
337.txt,0.235357411
3370.txt,0.387800603
3371.txt,0.14994639
3372.txt,0.172013898
3373.txt,0.068652012
3374.txt,0.080529913
3375.txt,0.076256155
3376.txt,0.090980711
3377.txt,0.113944637
3378.txt,0.155044374
3379.txt,0.130913
338.txt,0.203733836
3380.txt,0.059060737
3381.txt,0.110810602
3382.txt,0.088697415
3383.txt,0.126975749
3384.txt,0.176077669
3385.txt,0.10482465
3386.txt,0.027096235
3387.txt,0.075639136
3388.txt,0.101792182
3389.txt,0.092198405
339.txt,0.093663114
3390.txt,0.129135239
3391.txt,0.155007159
3392.txt,0.087246779
3393.txt,0.168810288
3394.txt,0.137670431
3395.txt,0.154009905
3396.txt,0.067979666
3397.txt,0.133482534
3398.txt,0.149735268
3399.txt,0.175719545
34.txt,0.076635232
340.txt,0.122826056
3400.txt,0.088061085
3401.txt,0.246987462
3402.txt,0.148131084
3403.txt,0.097734663
3404.txt,0.013773226
3405.txt,0.037634709
3406.txt,0.017645737
3407.txt,0.05341219
3408.txt,0.150176343
3409.txt,0.371767254
341.txt,0.161086423
3410.txt,0.232254914
3411.txt,0.142761653
3412.txt,0.105021092
3413.txt,0.154003002
3414.txt,0.019081384
3415.txt,0.023437651
3416.txt,0.135466376
3417.txt,0.260695313
3418.txt,0.267176952
3419.txt,0.110296235
342.txt,0.228921828
3420.txt,0.70670765
3421.txt,0.114751524
3422.txt,0.068038409
3423.txt,0.024441767
3424.txt,0.075311172
3425.txt,0.479989692
3426.txt,0.09765825
3427.txt,0.10044974
3428.txt,0.248132676
3429.txt,0.350908616
343.txt,0.078537448
3430.txt,0.170771248
3431.txt,0.0383251
3432.txt,0.217101931
3433.txt,0.300749132
3434.txt,0.162708346
3435.txt,0.440254584
3436.txt,0.043264641
3437.txt,0.106541028
3438.txt,0.149262
3439.txt,0.012621236
344.txt,0.138219442
3440.txt,0.153363966
3441.txt,0.194753231
3442.txt,0.094628992
3443.txt,0.075346164
3444.txt,0.14263666
3445.txt,0.085890866
3446.txt,0.124519354
3447.txt,0.120898771
3448.txt,0.075568685
3449.txt,0.197482603
345.txt,0.115187402
3450.txt,0.123461841
3451.txt,0.105833104
3452.txt,0.178648455
3453.txt,0.135816625
3454.txt,0.064463374
3455.txt,0.088698905
3456.txt,0.182588999
3457.txt,0.06688409
3458.txt,0.126812088
3459.txt,0.052486675
346.txt,0.143616996
3460.txt,0.015655527
3461.txt,0.157204796
3462.txt,0.15840995
3463.txt,0.125923488
3464.txt,0.084356833
3465.txt,0.144730639
3466.txt,0.117620244
3467.txt,0.146463475
3468.txt,0.12841317
3469.txt,0.132097626
347.txt,0.042842931
3470.txt,0.656928007
3471.txt,0.100775348
3472.txt,0.219186648
3473.txt,0.081711157
3474.txt,0.018188575
3475.txt,0.119276161
3476.txt,0.129483224
3477.txt,0.072326212
3478.txt,0.057087353
3479.txt,0.069223274
348.txt,0.149293523
3480.txt,0.136348399
3481.txt,0.152838189
3482.txt,0.052876873
3483.txt,0.008584479
3484.txt,0.092548743
3485.txt,0.139911814
3486.txt,0.161065438
3487.txt,0.044122085
3488.txt,0.127050118
3489.txt,0.10726951
